OMIM ID,Disease,Symptoms from Wikipedia,HPO Codes
253250,Mulibrey nanism,"An individual with Mulibrey nanism has growth retardation, a short broad neck, misshapen sternum, small thorax, square shoulders, enlarged liver, and yellowish dots in the ocular fundi. Individuals with Mulibrey nanism have also been reported to have intellectual disability, tumors, and infertility.","['HP:0000171', 'HP:0000256', 'HP:0000268', 'HP:0000316', 'HP:0000325', 'HP:0000431', 'HP:0000483', 'HP:0000486', 'HP:0000580', 'HP:0000668', 'HP:0000678', 'HP:0001249', 'HP:0001252', 'HP:0001260', 'HP:0001315', 'HP:0001511', 'HP:0001620', 'HP:0001621', 'HP:0001635', 'HP:0001685', 'HP:0002007', 'HP:0002119', 'HP:0002240', 'HP:0002667', 'HP:0002680', 'HP:0002688', 'HP:0002738', 'HP:0003764', 'HP:0004322', 'HP:0004326', 'HP:0005132', 'HP:0005280']"
272200,Multiple sulfatase deficiency,"Symptoms of this disorder commonly appear between one and two years of age. Symptoms include mildly coarsened facial features, deafness, ichthyosis and an enlarged liver and spleen (hepatosplenomegaly).  Abnormalities of the skeleton, such as a curving of the spine and breast bone may occur. The skin of individuals afflicted with this disorder, is typically dry. Children affected by this disorder develop more slowly than normal and may display delayed speech and walking skills.The disease is fatal, with symptoms that include neurological damage and severe mental retardation. These sulfatase enzymes are responsible for breaking down and recycling complex sulfate-containing sugars from lipids and mucopolysaccharides within the lysosome. The accumulation of lipids and mucopolysaccharides inside the lysosome results in symptoms associated with this disorder. Worldwide, forty cases of Multiple Sulfatase Deficiency have been reported to date.","['HP:0000238', 'HP:0000252', 'HP:0000256', 'HP:0000280', 'HP:0000319', 'HP:0000365', 'HP:0000407', 'HP:0000463', 'HP:0000505', 'HP:0000518', 'HP:0000546', 'HP:0000574', 'HP:0000648', 'HP:0000943', 'HP:0001249', 'HP:0001250', 'HP:0001251', 'HP:0001257', 'HP:0001263', 'HP:0001272', 'HP:0001319', 'HP:0001387', 'HP:0001744', 'HP:0002003', 'HP:0002059', 'HP:0002119', 'HP:0002208', 'HP:0002240', 'HP:0002376', 'HP:0002395', 'HP:0002518', 'HP:0002922', 'HP:0003134', 'HP:0003541', 'HP:0004322', 'HP:0005280', 'HP:0007305', 'HP:0007307', 'HP:0007703', 'HP:0007957', 'HP:0008064', 'HP:0008155', 'HP:0008417', 'HP:0008479', 'HP:0010055', 'HP:0010059', 'HP:0011096', 'HP:0011220', 'HP:0011304', 'HP:0012368', 'HP:0100539']"
254450,"Myelofibrosis, idiopathic","The primary feature of primary myelofibrosis is bone marrow fibrosis, but it is often accompanied by:

Abdominal fullness related to an enlarged spleen (splenomegaly).
Bone pain
Bruising and easy bleeding due to inadequate numbers of platelets
Cachexia (loss of appetite, weight loss, and fatigue)
Enlargement of both the liver and spleen
Fatigue
Gout and high uric acid levels
Increased susceptibility to infection, such as pneumonia
Pallor and shortness of breath due to anemia
In rarer cases, a raised red blood cell volume
Cutaneous myelofibrosis is a rare skin condition characterized by dermal and subcutaneous nodules.","['HP:0000967', 'HP:0000979', 'HP:0000980', 'HP:0001028', 'HP:0001409', 'HP:0001433', 'HP:0001744', 'HP:0001871', 'HP:0001873', 'HP:0001876', 'HP:0001892', 'HP:0001894', 'HP:0001903', 'HP:0001945', 'HP:0001974', 'HP:0001977', 'HP:0001978', 'HP:0002039', 'HP:0002240', 'HP:0002716', 'HP:0003388', 'HP:0004326', 'HP:0004377', 'HP:0004420', 'HP:0004447', 'HP:0004936', 'HP:0005547', 'HP:0005561', 'HP:0011134', 'HP:0011974', 'HP:0012143', 'HP:0012156', 'HP:0012378', 'HP:0025142', 'HP:0025435', 'HP:0030057', 'HP:0030157', 'HP:0031020', 'HP:0031364']"
254600,Myeloperoxidase deficiency,,"['HP:0001871', 'HP:0001939', 'HP:0002715']"
160900,Myotonic dystrophy,"Presentation of symptoms and signs varies considerably by form (DM1/DM2), severity and even unusual DM2 phenotypes.  DM1 symptoms for DM2 include problems with executive function (e.g., organization, concentration, word-finding) and hypersomnia. Conduction abnormalities are more common in DM1 than DM2, but all people are advised to have an annual ECG. Both types are also associated with insulin resistance.  Myotonic dystrophy may have a cortical cataract with a blue dot appearance, or a posterior subcapsular cataract.DM2 is generally milder than DM1, with generally fewer DM2 people requiring assistive devices than DM1 people. In addition, the severe congenital form that affects babies in DM1 has not been found in DM2 and the early onset of symptoms is rarely noted to appear in younger people in the medical literature.
Symptoms may appear at any time from infancy to adulthood. DM causes general weakness, usually beginning in the muscles of the hands, feet, neck, or face. It slowly progresses to involve other muscle groups, including the heart. DM affects a wide variety of other organ systems as well.","['HP:0000026', 'HP:0000028', 'HP:0000029', 'HP:0000135', 'HP:0000144', 'HP:0000238', 'HP:0000298', 'HP:0000467', 'HP:0000483', 'HP:0000486', 'HP:0000518', 'HP:0000540', 'HP:0000602', 'HP:0000708', 'HP:0000716', 'HP:0000717', 'HP:0000718', 'HP:0000729', 'HP:0000736', 'HP:0000739', 'HP:0000802', 'HP:0000815', 'HP:0000818', 'HP:0000819', 'HP:0000824', 'HP:0000842', 'HP:0000855', 'HP:0000867', 'HP:0001081', 'HP:0001252', 'HP:0001256', 'HP:0001257', 'HP:0001260', 'HP:0001262', 'HP:0001263', 'HP:0001268', 'HP:0001288', 'HP:0001290', 'HP:0001319', 'HP:0001324', 'HP:0001328', 'HP:0001349', 'HP:0001488', 'HP:0001543', 'HP:0001558', 'HP:0001561', 'HP:0001575', 'HP:0001596', 'HP:0001644', 'HP:0001762', 'HP:0002014', 'HP:0002015', 'HP:0002019', 'HP:0002059', 'HP:0002093', 'HP:0002098', 'HP:0002120', 'HP:0002189', 'HP:0002234', 'HP:0002292', 'HP:0002460', 'HP:0002486', 'HP:0002494', 'HP:0002500', 'HP:0002527', 'HP:0002540', 'HP:0002747', 'HP:0002827', 'HP:0002870', 'HP:0002878', 'HP:0002910', 'HP:0002926', 'HP:0003003', 'HP:0003124', 'HP:0003202', 'HP:0003326', 'HP:0003457', 'HP:0003477', 'HP:0003547', 'HP:0003693', 'HP:0003701', 'HP:0003722', 'HP:0003740', 'HP:0003749', 'HP:0004389', 'HP:0004749', 'HP:0004755', 'HP:0004887', 'HP:0005110', 'HP:0006677', 'HP:0006887', 'HP:0006889', 'HP:0007010', 'HP:0007663', 'HP:0007787', 'HP:0007941', 'HP:0008069', 'HP:0008770', 'HP:0008872', 'HP:0009027', 'HP:0009113', 'HP:0009830', 'HP:0010628', 'HP:0010794', 'HP:0010804', 'HP:0010864', 'HP:0010935', 'HP:0010952', 'HP:0011362', 'HP:0011470', 'HP:0011705', 'HP:0011999', 'HP:0012054', 'HP:0012114', 'HP:0012248', 'HP:0012378', 'HP:0012899', 'HP:0012901', 'HP:0012903', 'HP:0025169', 'HP:0025318', 'HP:0030192', 'HP:0030319', 'HP:0030680', 'HP:0030692', 'HP:0031466', 'HP:0031546', 'HP:0040171', 'HP:0040173', 'HP:0040198', 'HP:0100284', 'HP:0100335', 'HP:0100543', 'HP:0100786', 'HP:0200136', 'HP:0410011']"
613488,Myxoid liposarcoma,,['HP:0012268']
237310,N-Acetylglutamate synthase deficiency,The symptoms are visible within the first week of life and if not detected and diagnosed correctly immediately consequences are fatal.,"['HP:0000252', 'HP:0000708', 'HP:0000713', 'HP:0000718', 'HP:0000725', 'HP:0000733', 'HP:0000739', 'HP:0001250', 'HP:0001251', 'HP:0001254', 'HP:0001259', 'HP:0001263', 'HP:0001271', 'HP:0001289', 'HP:0001297', 'HP:0001298', 'HP:0001508', 'HP:0001575', 'HP:0001987', 'HP:0002013', 'HP:0002014', 'HP:0002018', 'HP:0002098', 'HP:0002240', 'HP:0002315', 'HP:0002329', 'HP:0002465', 'HP:0002637', 'HP:0002863', 'HP:0003217', 'HP:0003348', 'HP:0004396', 'HP:0006582', 'HP:0007185', 'HP:0008281', 'HP:0008947', 'HP:0010529', 'HP:0010550', 'HP:0011968', 'HP:0012378', 'HP:0031258', 'HP:0100543', 'HP:0100785', 'HP:0410068']"
161000,Naegeli–Franceschetti–Jadassohn syndrome,,"['HP:0000670', 'HP:0000682', 'HP:0000966', 'HP:0000968', 'HP:0000982', 'HP:0001808', 'HP:0001810', 'HP:0002046', 'HP:0006480', 'HP:0007435', 'HP:0007455', 'HP:0007588', 'HP:0008391']"
161200,Nail–patella syndrome,"The skeletal structures of individuals who have this disorder may have pronounced deformities.  As reported by several medical doctors, the following features are commonly found in people who suffer from nail–patella syndrome:Bones and joints

Patellar involvement is present in approximately 90% of patients; however, patellar aplasia occurs in only 20%.
In instances in which the patellae are smaller or luxated, the knees may be unstable.
The elbows may have limited motion (e.g., limited pronation, supination, extension).
Subluxation of the radial head may occur.
Arthrodysplasia of the elbows is reported in approximately 90% of patients.
General hyperextension of the joints can be present.
Exostoses arising from the posterior aspect of the iliac bones (""iliac horns"") are present in as many as 80% of patients; this finding is considered pathognomonic for the syndrome.
Other reported bone changes include scoliosis, scapular hypoplasia, and the presence of cervical ribs.
		
Kidney issues may arise such as deposition of protein in the urine and nephritis.  Proteinuria is usually the first sign of kidney involvement and either rapidly or years after suffering from asymptomatic deposition of protein in the urine, kidney failure occurs in around 5% of NPS patients.  Hypothyroidism, irritable bowel syndrome, attention deficit hyperactivity disorder (ADHD), and thin tooth enamel are associated with NPS, but whether these are related or simply coincidences are unclear.","['HP:0000083', 'HP:0000093', 'HP:0000099', 'HP:0000100', 'HP:0000112', 'HP:0000175', 'HP:0000204', 'HP:0000365', 'HP:0000407', 'HP:0000482', 'HP:0000501', 'HP:0000508', 'HP:0000518', 'HP:0000563', 'HP:0000767', 'HP:0000790', 'HP:0000822', 'HP:0001032', 'HP:0001231', 'HP:0001373', 'HP:0001377', 'HP:0001386', 'HP:0001387', 'HP:0001598', 'HP:0001762', 'HP:0001763', 'HP:0001798', 'HP:0001800', 'HP:0001807', 'HP:0002414', 'HP:0002633', 'HP:0002650', 'HP:0002652', 'HP:0002758', 'HP:0002814', 'HP:0002817', 'HP:0002938', 'HP:0002967', 'HP:0002999', 'HP:0003065', 'HP:0003418', 'HP:0003997', 'HP:0004209', 'HP:0004322', 'HP:0005255', 'HP:0005692', 'HP:0006424', 'HP:0006437', 'HP:0006443', 'HP:0006498', 'HP:0006633', 'HP:0006650', 'HP:0006657', 'HP:0008388', 'HP:0009760', 'HP:0009780', 'HP:0009781', 'HP:0009783', 'HP:0009785', 'HP:0009788', 'HP:0009811', 'HP:0010624', 'HP:0012376', 'HP:0100777', 'HP:0100820']"
302350,Nance–Horan syndrome,,"['HP:0000164', 'HP:0000275', 'HP:0000276', 'HP:0000303', 'HP:0000400', 'HP:0000411', 'HP:0000426', 'HP:0000448', 'HP:0000482', 'HP:0000486', 'HP:0000501', 'HP:0000505', 'HP:0000518', 'HP:0000519', 'HP:0000541', 'HP:0000568', 'HP:0000572', 'HP:0000639', 'HP:0000699', 'HP:0000708', 'HP:0000717', 'HP:0001249', 'HP:0001500', 'HP:0002342', 'HP:0006332', 'HP:0006346', 'HP:0008031', 'HP:0009803', 'HP:0010049', 'HP:0011069', 'HP:0011092']"
607107,Nasopharyngeal carcinoma,"NPC may present as a lump or a mass on both sides towards the back of the neck. These lumps usually are not tender or painful but appear as a result of the metastatic spread of the cancer to the lymph nodes, thus causing the lymph nodes to swell. Lymph nodes are defined as glands that function as part of the immune system and can be found throughout the body. Swelling of the lymph nodes in the neck is the initial presentation in many people, and the diagnosis of NPC is often made by lymph node biopsy. Signs of nasopharyngeal cancer may appear as headaches, a sore throat, and trouble hearing, breathing, or speaking. Additional symptoms of NPC include facial pain or numbness, blurred or double vision, trouble opening the mouth, or recurring ear infections. If the ear infection does not present with an upper respiratory tract infection, then an examination should be done on the nasopharynx. This is due to the fact that, in adults, ear infections are less common than in children. Signs and symptoms related to the primary tumor include trismus, pain, otitis media, nasal regurgitation due to paresis (loss of or impaired movement) of the soft palate, hearing loss and cranial nerve palsy (paralysis). Larger growths may produce nasal obstruction or bleeding and a ""nasal twang"". Metastatic spread may result in bone pain or organ dysfunction. Rarely, a paraneoplastic syndrome of osteoarthropathy (diseases of joints and bones) may occur with widespread disease.",['HP:0100630']
601214,Naxos disease,,"['HP:0000204', 'HP:0000535', 'HP:0000956', 'HP:0000975', 'HP:0000982', 'HP:0001030', 'HP:0001279', 'HP:0001635', 'HP:0001638', 'HP:0001640', 'HP:0001644', 'HP:0001645', 'HP:0001806', 'HP:0001962', 'HP:0002209', 'HP:0002212', 'HP:0002224', 'HP:0002231', 'HP:0002321', 'HP:0004308', 'HP:0004751', 'HP:0006677', 'HP:0006682', 'HP:0008404', 'HP:0010719', 'HP:0010872', 'HP:0011663', 'HP:0011675', 'HP:0011712', 'HP:0025092', 'HP:0031193', 'HP:0100792']"
609285,Nemaline myopathy,"Signs vary from person to person. Young children and babies lack movement and have a difficult time eating and breathing. For young children not diagnosed immediately at birth, these are usually the first visible symptoms. One sign is a swollen face in disproportional areas. Other examples in newborns include swaying and a difficulty in moving. Other symptoms include feeble muscles in the neck and upper rib cage area. In adults, the most common symptom is respiratory problems. Other symptoms in adults could range from mild to severe speech impediments.  It is common to be diagnosed with scoliosis in relations to nemaline myopathy.
As babies that have NM develop and become of age when they should start walking, many take longer than average due to the lack of muscle, or just muscle fatigue.Since facial muscles are involved in NM takeover, elongated faces and a lower mandible are often observed in people with NM. People affected by NM usually will begin to feel muscle exhaustion between ages 20–50. Because NM only becomes worse, even with treatment, people who show early signs of NM only become weaker faster as opposed to a teenager who is just now showing symptoms, for example. Gastroesophageal reflux, although not common, is associated with NM. Heart abnormalities can occur as a result of NM, but the likelihood of that happening are not high.","['HP:0000218', 'HP:0000467', 'HP:0001252', 'HP:0001265', 'HP:0001270', 'HP:0001290', 'HP:0001349', 'HP:0001371', 'HP:0002058', 'HP:0002355', 'HP:0002515', 'HP:0002751', 'HP:0002792', 'HP:0003202', 'HP:0003391', 'HP:0003690', 'HP:0003691', 'HP:0003798', 'HP:0003803', 'HP:0008872']"
605355,"Nemaline myopathy, Amish type","Signs vary from person to person. Young children and babies lack movement and have a difficult time eating and breathing. For young children not diagnosed immediately at birth, these are usually the first visible symptoms. One sign is a swollen face in disproportional areas. Other examples in newborns include swaying and a difficulty in moving. Other symptoms include feeble muscles in the neck and upper rib cage area. In adults, the most common symptom is respiratory problems. Other symptoms in adults could range from mild to severe speech impediments.  It is common to be diagnosed with scoliosis in relations to nemaline myopathy.
As babies that have NM develop and become of age when they should start walking, many take longer than average due to the lack of muscle, or just muscle fatigue.Since facial muscles are involved in NM takeover, elongated faces and a lower mandible are often observed in people with NM. People affected by NM usually will begin to feel muscle exhaustion between ages 20–50. Because NM only becomes worse, even with treatment, people who show early signs of NM only become weaker faster as opposed to a teenager who is just now showing symptoms, for example. Gastroesophageal reflux, although not common, is associated with NM. Heart abnormalities can occur as a result of NM, but the likelihood of that happening are not high.","['HP:0000768', 'HP:0001249', 'HP:0001270', 'HP:0001319', 'HP:0001337', 'HP:0001547', 'HP:0002063', 'HP:0002093', 'HP:0002194', 'HP:0002747', 'HP:0003044', 'HP:0003184', 'HP:0003198', 'HP:0003273', 'HP:0003323', 'HP:0003458', 'HP:0003798', 'HP:0003803', 'HP:0007126']"
256500,Netherton syndrome,"Netherton syndrome is characterized by chronic skin inflammation, universal pruritus (itch), severe dehydration, and stunted growth. Patients with this disorder tend to have a hair shaft defect (trichorrhexis invaginata), also known as ""bamboo hair"". The disrupted skin barrier function in affected individuals also presents a high susceptibility to infection and allergy, leading to the development of scaly, reddish skin similar to atopic dermatitis. In severe cases, these atopic manifestations persist throughout the individual's life, and consequently post-natal mortality rates are high. In less severe cases, this develops into the milder ichthyosis linearis circumflexa.Netherton syndrome has recently been characterised as a primary immunodeficiency, which straddles the innate and acquired immune system, much as does Wiskott–Aldrich syndrome.  A group of Netherton patients have been demonstrated to have altered immunoglobulin levels (typically high IgE and low to normal IgG) and immature natural killer cells. These Natural Killer cells have a reduced lytic function; which can be improved with regular infusions of immunoglobulin (see 'Treatment'); although the mechanism for this is not clear.Patients are more prone than healthy people to infections of all types, especially recurrent skin infections with staphylococcus.  They may have more severe infections; but are not as vulnerable to opportunistic pathogens as patients with true Natural Killer cell deficiency-type SCID.","['HP:0000086', 'HP:0000126', 'HP:0000535', 'HP:0000653', 'HP:0000956', 'HP:0000958', 'HP:0000964', 'HP:0000988', 'HP:0001019', 'HP:0001025', 'HP:0001036', 'HP:0001249', 'HP:0001250', 'HP:0001263', 'HP:0001508', 'HP:0001595', 'HP:0001944', 'HP:0002024', 'HP:0002097', 'HP:0002099', 'HP:0002205', 'HP:0002209', 'HP:0002213', 'HP:0002242', 'HP:0002299', 'HP:0002719', 'HP:0003011', 'HP:0003193', 'HP:0003212', 'HP:0003355', 'HP:0004313', 'HP:0004315', 'HP:0004322', 'HP:0004779', 'HP:0004906', 'HP:0007400', 'HP:0007479', 'HP:0008064', 'HP:0009886', 'HP:0011100', 'HP:0011473', 'HP:0032061', 'HP:0100326', 'HP:0100665', 'HP:0500093']"
